"regulatoryGene"	"targetGene"	"weight"	"weightNorm"
"ELF4"	"MRPS30"	0.021885932000708	0.390725853059343
"TLX1"	"PICALM"	0.0218851999261136	0.39071278345507
"MSX1"	"AK023952"	0.0218841118497086	0.39069335821051
"FOXD2"	"ARSE"	0.0218833799448693	0.390680291636846
"ADNP2"	"GGH"	0.021883360382084	0.390679942385739
"BHLHE40"	"DDX39A"	0.0218817466739935	0.390651133127343
"ZBTB47"	"FBXO3"	0.0218812890595184	0.390642963413293
"ZNF134"	"OLFML3"	0.0218805148991046	0.390629142457984
"KIAA1549"	"VAMP2"	0.0218800731319109	0.390621255662777
"PHB"	"XPOT"	0.0218798099272808	0.390616556714903
"ZNF282"	"LCT"	0.0218789937296935	0.390601985277025
"CSRNP1"	"CPSF1"	0.0218782643007557	0.390588962905213
"BNC1"	"NM_004921"	0.0218780086335886	0.390584398522396
"ZNF544"	"PDE6G"	0.0218778271557968	0.390581158629984
"TCF3"	"AK001110"	0.0218778249816574	0.39058111981544
"MGA"	"AK024147"	0.0218776067781626	0.390577224265246
"ZNF148"	"AK021877"	0.0218775835217344	0.390576809072155
"KLF1"	"CPAMD8"	0.0218772888671863	0.3905715486542
"ID3"	"SNRNP70"	0.0218768161920553	0.390563110064801
"TFDP1"	"AF130090"	0.0218756103294204	0.390541582002542
"ID2"	"EPM2AIP1"	0.0218752920232028	0.39053589933532
"ZNF3"	"L37704"	0.0218736763742419	0.390507055426892
"NR3C1"	"COG5"	0.0218723667390839	0.390483674731279
"ZNF609"	"NUBP2"	0.0218721178246432	0.390479230903748
"PRDM13"	"PHKB"	0.0218719111457794	0.390475541100848
"AFF3"	"NMNAT2"	0.0218711399374317	0.390461772848276
"CSRNP1"	"DSP"	0.0218709796980318	0.390458912121294
"MITF"	"DDAH1"	0.0218704750386741	0.390449902522889
"SMAD4"	"PRSS12"	0.0218702621882608	0.390446102540356
"NR5A1"	"NM_006173"	0.0218699292635612	0.39044015889184
"ZNF318"	"RGS6"	0.0218694696025329	0.390431952641022
"ELF4"	"DLGAP5"	0.0218694065242661	0.390430826515362
"HEY1"	"AK023050"	0.0218691460266599	0.39042617589553
"HOXB2"	"ERAP2"	0.0218689543448881	0.390422753833184
"ZFP1"	"ITGB1BP1"	0.0218683657875647	0.390412246418547
"TCF7L2"	"CCDC124"	0.0218676825255036	0.390400048256199
"TCF21"	"PLD3"	0.0218675989060485	0.390398555412169
"ZNF800"	"F11"	0.021866776381983	0.390383871028742
"TBX19"	"RUBCN"	0.0218660182405007	0.390370336056715
"SOX5"	"ORC1"	0.0218659167899858	0.390368524877782
"BATF3"	"TRPM7"	0.0218658877104902	0.390368005726451
"ZNF644"	"PDAP1"	0.021865670735237	0.390364132103847
"MTF1"	"LEMD3"	0.0218643559682582	0.390340659790703
"NR1H3"	"PSMB1"	0.0218635838976082	0.390326876143595
"RFX5"	"SPATA20"	0.02186346253954	0.390324709558469
"ZNF319"	"IL23A"	0.0218632911923985	0.390321650526849
"AKNA"	"SERPINF1"	0.0218632272059924	0.390320508188332
"ZHX1"	"METTL9"	0.0218618728924554	0.390296329857154
"ZNF70"	"NCAPH2"	0.0218618068790299	0.390295151330601
"GCFC2"	"C1R"	0.0218613816824282	0.390287560367378
"PAX8"	"NDUFA12"	0.0218611014775361	0.390282557916695
"PLSCR1"	"ELF2"	0.0218610620248613	0.390281853574745
"CUX2"	"ELMO1"	0.0218605038192366	0.390271888023866
"FOSB"	"AK022390"	0.0218598252054318	0.390259772846053
"GABPB2"	"DIEXF"	0.0218591334331668	0.39024742275247
"SMAD2"	"NIPBL-AS1"	0.0218569515540529	0.390208470032612
"NKX3-2"	"NM_014103"	0.0218563176929769	0.39019715381772
"ZNF277"	"SRD5A1"	0.021855097205746	0.390175364665015
"NR2C1"	"GNAI1"	0.0218548328906912	0.390170645892917
"DACH1"	"AF130108"	0.0218540775823168	0.390157161499888
"NR2F6"	"TGFB1I1"	0.021851772617474	0.39011601135127
"RARB"	"NARF"	0.0218509685641621	0.390101656723092
"CRX"	"FST"	0.0218500365209565	0.390085017112927
"ZNF644"	"PTDSS1"	0.0218493391297243	0.39007256670487
"ZNF439"	"NR2F2-AS1"	0.0218490357854027	0.390067151149854
"SMAD7"	"U82938"	0.0218489613784326	0.390065822774765
"HNF1A"	"SLC43A2"	0.0218487184423193	0.390061485677304
"NFATC1"	"ZNF41"	0.0218478776856559	0.390046475790382
"ZNF280C"	"ABL2"	0.021847534583883	0.390040350452292
"GCM2"	"ROR1"	0.0218474611776492	0.39003903994318
"TBX2"	"U18909"	0.0218472271525404	0.39003486193238
"POU6F1"	"ZNF514"	0.021845024836897	0.389995544362607
"E4F1"	"PPEF2"	0.0218447630566492	0.389990870843991
"THAP7"	"PCGF2"	0.0218444206808138	0.389984758465942
"NR0B1"	"RP2"	0.0218442184004153	0.389981147188101
"ZNF398"	"NEU1"	0.0218435540718628	0.389969287042489
"NR1I3"	"NOD2"	0.0218433948493693	0.389966444470164
"ZNF219"	"SHISA9"	0.0218428062798918	0.389955936838542
"ARNTL"	"DNPH1"	0.0218423580610907	0.389947934863875
"ZNF267"	"NARS"	0.021841121022076	0.389925850214966
"ARID2"	"RRBP1"	0.0218397482207598	0.389901341824584
"RORC"	"DOK2"	0.0218395601795664	0.38989798475687
"ZNF529"	"SUPT3H"	0.0218393881901441	0.389894914258719
"DNAJC2"	"CFL2"	0.0218386335928575	0.38988144256062
"GCM1"	"CELSR2"	0.0218382960822033	0.38987541703983
"ZNF182"	"SAGE1"	0.0218375935445282	0.389862874753196
"SMAD9"	"FAM120A"	0.0218368154333359	0.389848983265304
"LBX1"	"MED12L"	0.0218367192713211	0.389847266501071
"ZNFX1"	"ATXN2"	0.0218362603164613	0.38983907285736
"ZBTB18"	"AK022180"	0.021834267443641	0.389803494434987
"ETS2"	"OTOR"	0.0218337581286296	0.389794401719981
"CCDC88A"	"AK026913"	0.0218329116024514	0.389779288830884
"ZNF395"	"LOC647070"	0.021832182486859	0.389766272053175
"BARX1"	"ALDOAP2"	0.0218319283542968	0.3897617350674
"KLF2"	"AK023489"	0.021831632166842	0.38975644728272
"ZNF706"	"AL049997"	0.0218315602553157	0.389755163458368
"ZNF609"	"ZNRF1"	0.0218305504824367	0.389737136153452
"SOX17"	"ATP11C"	0.0218293264547369	0.389715283793354
"ZNF134"	"AK024988"	0.0218290440773007	0.389710242556607
"GRHL1"	"ZNF90"	0.0218288107255696	0.389706076567505
"CDX1"	"ZNF70"	0.0218285860976817	0.389702066323705
"ZNF117"	"CRHR2"	0.0218275827729164	0.389684154135875
